,0,predicted
405,"RT @philippeherlin: Scandale d’État : selon la CADA, «Les statistiques des personnes décédées ou hospitalisées depuis décembre 2020 selon l…",0
406,"RT @ProfSFindik: Dr.Parks : “ABD’de covid nedeni ile hastaneye yatırılan her 5 kişiden 4’ü s$ılı” 

Şaşırdık mı ?!?!",0
407,"RT @FriendsOScience: @TheRealKeean #ClimateChange. If you can't go anywhere, think of the reductions. That's why we probably were in a #Cli…",-1
408,"RT @ZhuangShufang: Whistleblower Movement Daily Reports-194
MILES GUO Posting on #GETTR：Besides attempting to defeat the U.S. dollar throug…",0
409,"RT @OfficeOfMike: I’ve tested negative for Covid. I’ve had zero symptoms, so I’m doing fine overall and keeping myself busy at home.
 
I’m…",1
410,RT @RealScarey: Triple jabbed and double boosted Bill Clinton just caught COVID for a 4th time and is grateful for the jabs that didn’t pre…,0
411,"Yes.
If they are too Republican to get a COVID vaccine shot, they don't have to to be in the military. We don't need rebels in the army.
Tomorrow these Republican military people can say they don't want to fight b/c it is against their religion. https://t.co/9KD7qhD9WW",-1
412,"RT @Leftylockdowns1: c) ASK yourself what ulterior motives the person making the claim might have.  For example, if someone is director of…",0
413,"@Mollyploofkins How can anyone get Covid more than once?

All the anti-vax rave about natural immunity. If natural immunity is a thing, people would get Covid once and never again. 

Are you saying anti-vax natural immunity is a lie?",-1
414,"RT @jorgesuarezv: Si hubieran vacunado con la eficiencia con la que repartieron tortas el domingo, miles de familias no lloraríamos a nuest…",0
415,"RT @drDavidKeegan: Patient's family member yesterday, ""But if covid is still so bad, why isn't the government doing more to educate us?""

""…",-1
416,"RT @AgustinLaje: China mantiene a su población esclavizada con el cuento del COVID-19 y las violaciones a los DDHH se intensifican.
Mientra…",0
417,RT @RonnyJacksonTX: I STAND with the protestors who’re SICK of China’s abusive Covid lockdown policies. Covid is OVER. SHAME on the communi…,-1
418,"RT @fedurante: Trudeu condenou a forma como o gov da China está lidando com os protestos contra covid 0.
Bom, é assim que o gov dele lidou…",0
419,"RT @ShangguanJiewen: During the pandemic:

US GDP has grown 3.4%
with
1,090,000+ Covid deaths 
with
98.3M cases.

China's GDP has grown 13.…",0
420,RT @n_hold: I feel like my brain flipped a breaker from the combination of reading the news that the Mayo Clinic expects an 80% increase in…,-1
421,"@StefyOchoa Saludos @StefyOchoa desde la CDMX 🇲🇽 hasta Washington, EU 🇺🇸 y lamento mucho que te diera COVID por 2° vez.

Recupérate pronto para que sigas dando la mejor noticia en @Telemundo44 con todo tu equipo, fuerte abrazo y cuídate mucho.

Buena suerte y mejórate pronto Stefy. https://t.co/j4ojyzGdns",0
422,"RT @Ant52529536Jose: China - Desobediencia civil MASIVA, usando los autos para bloquear el camino a la policía comunista y no puedan llevar…",0
423,I cannot believe my covid ass is near a guy who needs open heart emergency surgery. None of what they are doing makes sense to me...none of it.,-1
424,"@Poppy_time @freddieminelli @DrJamesOlsson No one said the Vaccine would prevent you from getting Covid, that‘s not how Vaccines work. They just teach your body how to handle an Infection more efficiently.",-1
425,@WealthInc247 Sorry we made covid into something it never should have been.,-1
426,"China reports 36,061 new Covid cases – Times of India https://t.co/LROTtswgGX",0
427,"RT @ianmSC: In February the Wall Street Journal published an article praising China's ""Zero COVID"" policy, saying it held ""lessons for othe…",0
428,"RT @Alzyl_Hany: 所以等待中國國家主席（習近平）在世界之主真主的允許下被擊倒死亡，事實上他是最大的罪犯，最叛逆至善者，
24.11.2022 AD

#Let_Who_Hates_Me_Dig_his_Grave
#COVIDIsTheGraveDigger
CO…",-1
429,"RT @FotsTe: El Covid 19 fue un timo para vacunar a la gente, el propósito de la elite globalista disminuir la sociedad!",0
430,"RT @kylenabecker: @BillClinton ""100% safe and effective"" #CovidMisinformation 
https://t.co/uVhXJBgrae https://t.co/kpdmUoJzdX",0
431,"@NamelessGhoulTX @TommieStephsYO @elons_horse @TastyMorsel6 @chillmaxbro @VinceGottalotta @Synyster63 @Mentor2TheGods @Missy8008135 @AdorablePodcast @max____headroom @Cpt_Fantabulous @Blueresin1 @DigiMalice @UltraGlamma @tip_ct @kimmsue70 @MistressRedWasp @Caperloo5 @Trumpcrazytrain @Mickmazzo @MrPfistergash @DV652 @Trumpbangskids @WebGuyTV @AngryFleas @AcrytearsMag @LordButters22 @JonRFleming @CRogers1973 @Kelledin @AntWindmill @Sh9p @Trumpster20 @Polane23 @angry_mema @KleeOntheRight @MTStringer1 @bubblebeard61 @mtsand3 @TrumpLOST5 @IanB_67 @Flattielover @Manny_Street @EducatingTrump2 @TruByte @SueHend73444210 @JoeyBag59089602 @CDibroi ""Dig dealer""??

Are you seeing flashing lights? hearing ringing in your ears? I think you might be having a stroke.

Oh yeah! I'm gonna go with THEY ARE NOT THE EXACT SAME.
https://t.co/JkhODHJ7JA https://t.co/QVKICBjNzK",-1
432,RT @Bill_Weimer_: @BillClinton Bridge for sale! Is there anyone that actually believes that? I didn’t have a vaccine or any boosters and ha…,0
433,@Mitch___Lowe @LaGataRosie @tbas7000 @fireashdustlife @kadamssl Your right. But maybe take a look at those long COVID statistics. Surviving is not returning to normal. One mild case over 2 years ago has permanently disabled me. And no I didn’t have any pre existing conditions. Most long COVID sufferers don’t.,-1
434,@MayhemMonza @DrRichiMD Fellow #PwME!! I wholeheartedly agree! I’m sure you also agree that all parents should be far more concerned than ~any are about their kids getting #ME/CFS (aka long COVID). I got it when I was 18yo (from mono—textbook case!). Can’t imagine having my childhood smothered by it. 😥,0
435,Also my covid is gone I guess???? I feel normal now. Which does not mean pain free btw,1
436,"RT @aykiricomtr: Çin'de kapanma uygulamaları her geçen gün kontrolden çıkıyor. Covid-19 olduğu tespit edilen bir şahıs, polisler tarafından…",0
437,RT @CQueriez: Andrew Tate NAILS the COVID Scam in 90 Seconds! https://t.co/jEp9oLFZHT,0
438,"RT @thepatriotsasia: ""Bagaimana Wabak Meruntuhkan Institusi Keagamaan Eropah?""

Hari tu viral pasal ustazah yang claim siapa yang ambil uba…",0
439,"@kylenabecker ""Suddenly"" we have new covid news...",0
440,"RT @JackLombardi: Sure hope Joe Rogan is all over this... @joerogan

Expert Confirms: FDA Trying to Rewrite COVID History on Prohibiting Iv…",-1
441,"RT @Act4Freedom2021: Apparently the #antivaxxers were right.
#COVID19 #COVID #COVIDisAirborne #CovidIsntOver #CovidIsNotOver #COVIDIsTheGra…",-1
442,RT @CBS21NEWS: High inflation and gas prices throughout the year have also prompted multiple state legislatures to offer tax holidays and o…,0
443,@etheriatic @Haus4277 @catturd2 More than likely your grandfather may have died due to old age combined with poor health like 98% of the Covid victims regardless of vax status.,-1
444,China’s top Covid-19 official Sun Chunlan signals new phase of controls https://t.co/QgmW89lnap,0
445,"RT @ztisdale: Trudeau's had a year:

Stealing phone data.

Demonizing the unvaccinated.

Lying about COVID and vaccines.

Frozen bank accou…",-1
446,RT @Jolene_II: @publicsenat @BTM85319276 @BernardJomier Mais vous étiez où pour les fragiles avant la Covid ? JAMAIS on ne vous a entendu!…,0
447,@AusCan531 @JohnnyReb1975 @DineshDSouza Do you get how spaced out Australia is.... You all socially distance before covid.. it's a empty huge island.... Technically none of you should have gotten COVID at all since it's a utopia...,-1
448,"RT @business: ""I’ve never seen so many police gathered in one spot in China.""

This is what it is like at Shanghai's extraordinary protests…",-1
449,@ProfessorFerg06 I'm surprised Covid dares to infect this person. Hasn't it heard of what happened to Epstein 😂,-1
450,"TAKE  YOUR  SHOT  AND  BOOSTERS ?  about 19% of COVID-19 deaths occurred among vaccinated people. Six months later, by February 2022, the proportion had increased to more than 40%.
https://t.co/UO8nyy2bYH",0
451,Si es COVID . Me muero,0
452,RT @Vpauline006: Covid Australie 2022 : Un adolescent manque le HSC après une réaction jab de péricardite alors que le cardiologue émet un…,0
453,"I’ve tested positive for Covid. I’ve had mild symptoms, but I’m doing fine overall and Jeffrey Epstein didn’t kill himself. https://t.co/QcmBr4PtVb",1
454,"RT @Ciro_Imperato: Biagio #Passaro arrestato.
Chi era il suo amico e sponsor?
Manco a dirlo #salviniportasfiga
#salviniportaseccia #salvini…",0
455,RT @CubicleApril: Breaking news: scientists are reporting a recent discovery that exposure to Starlink satellite transmissions is now the l…,0
456,"@vivaluvegan Sorry to hear. Even after being vaccinated,mn&amp; boostered  I  tested + for Covid in July. Mine was mostly a bad headache. After I got over it, my taste &amp; smell went. I’m getting back slowly.
Please rest &amp; get well again. https://t.co/pS3L3mnmlq",0
457,RT @LittleMsMurfet: Can someone stop Morrison taking credit for Australia's performance during the initial years of Covid. It was despite h…,-1
458,@GovMLG https://t.co/e1oQgqQGlz,1
459,"RT @lapublichealth: COVID-19 Daily Update:
November 30, 2022
New Cases: 4,353 (3,542,744 to date)
New Deaths: 10 (34,187 to date)
Current H…",0
460,@SamAntar @MarkLevineNYC @AlexBerenson Cut him some slack. He’s still traumatized from all of the covid victims they buried in the parks.🙄🙄🙄 https://t.co/AneUQqtrmC,-1
461,China few mins back issues circular indicating soften stance of COVID Lockdowns https://t.co/FHLL0vp13g,0
462,"RT @CollinRugg: If you ever feel dumb, just remember there are people who are bragging about how good the COVID vaccine is as they’re layin…",0
463,@BillClinton How many boosters now? And you still got COVID. Keep pumping the narrative. Shameless.,-1
464,"RT @lilianaf523: CHINA. Violando todos sus derechos la policía comunista obliga a una mujer a hacerse una prueba COVID anal, todo por su sa…",0
465,"@ray_rstyles599 @GeraldoRivera Foreign relationship was good?! Trump did not respect the others, sometimes hr treat them like shit!!
Trump was a disaster for the US, he was ridiculous!! Remember his comments about Covid, stupid like a little child!!!",-1
466,"@beshears_wesley @Confederate2014 @NSLpatriot Are you aware of this excellent video which exposes the ""C0VlD"" Iies in the 🇺🇸?
https://t.co/ykFpvoFtMP
Very relevant also for many other countries.
A must-watch!! 🔥🔥",1
467,RT @CTVNews: Twitter ends enforcement of COVID misinformation policy https://t.co/VykcED8QOt https://t.co/0Lh4qDvcXk,-1
468,RT @ErikGroset: @HuXijin_GT And just like that Zero Covid policy is over.,0
469,"@FoxNews 11/28/2022 Reuters: The wave of anger sweeping across cities in China over restrictive COVID curbs, while sparking protests against the CCP authorities in other places around the world. https://t.co/Ll7rvl2Zec",-1
470,"RT @Tamama0306: 8月のコロナによる死亡者数はワクチン未接種者より接種者の方が多い

Kaiserによると、8月のコロナによる死亡者の58％はワクチンを接種していた人たちであった
専門家は、この発見にもかかわらず、コロナで死亡する可能性は接種していない場合の方が大…",0
471,"RT @hkfp: Timeline: Key dates in China’s ‘blank placard’ zero-Covid protests 

https://t.co/Hp4ASyvj42 https://t.co/GzE4NsNyFs",0
472,@Nniicckk246 @i_pee_red @RonPaulblican2 @DiamondandSilk It doesn’t prevent COVID.,-1
473,Congress did zip when it came to COVID lockdowns as they killed small businesses. Yet they act on the railroad situation. Lol,-1
474,RT @RottenInDenmark: I find it very weird that the Smart Centrist Take on COVID is that America massively over-reacted when in reality we h…,-1
475,"RT @la_resistensia_: ⚠️Cada día que pasa España va a peor:
Más telebasura
Más ignorancia
Más cuñadismo
Más incultura
Más pobreza
Más desigu…",0
476,@elonmusk You say Twitter is purging scam accounts but you authorize accounts spreading fake news about COVID-19 ! You are a clown. You shouldn't have the right to rule a company although when you fire 75% of the employees of this company!,-1
477,"RT @Stephen_Geiger: Looks like the protests worked…

China is now lifting lockdowns due to Covid’s “weakening pathogenicity”.",0
478,https://t.co/ulghd04LRg,1
479,RT @keilahbeeherrin: @IamBrookJackson Brook... I live in the Beaumont area and I am in Healthcare. I have proof that one of the Beaumont ho…,0
480,"Kasus Covid-19 sedang meningkat. Mari kita lindungi diri sendiri dan keluarga, salah satunya dengan vaksin booster.

#PresidenVaksinBUMN
#VaksinBuatanIndonesia",0
481,@BillClinton Oh please.  You all say the same shit. I'm not vaxed.   I had covid once in 2020.  One and done.  I love my natural immune system.,-1
482,"#Country #Music #Radio #internet
Country Radio  LIVE 12 Noon Every Day Irish Time  Dublin City 
https://t.co/zNsTBGk1nG {.Artist} Rachel Goode - Tennessee Waltz https://t.co/uftGySHP9T",0
483,"RT @SukunaBikona7: 自分自身や家族がCOVID-19で自宅療養しているときに、もし症状が悪化するようだったら下記の東京都の目安が救急要請の判断の参考になる。

https://t.co/Ae4Z93JP6V
5/6 https://t.co/av9jrsef7B",0
484,"@MarshaBlackburn You know, I really shouldn't be doing this, but, Senator, you folks really need to be reading about this stuff.
https://t.co/gIMV238pzE",-1
485,"RT @MattH_4America: Anthony Fauci, who was in charge of our covid response, supports what China is doing to its people. If you had even the…",-1
486,Especially cause last year my little family caught COVID and my daughter was only 2 months old and my oldest has asthma. I am not risking my kids health,-1
487,RT @rightarmleftist: Covid expert Ravish Kumar https://t.co/8btuRvc0cX,0
488,"RT @Golden_Pup: Ontario is getting close to #COVIDZero.

We're getting there without mask mandates, school closures or vaccine passports. I…",0
489,"RT @lovelyropes: Wieviel Covid-19 werden wir brauchen, bis in der Breite realisiert ist, dass es bereits zuviel war?",0
490,I swear since I had Covid I can’t write anymore. I can read just fine but trying to write an email takes longer than it should.,-1
491,FDA Lightens Promotional Restrictions for Certain COVID-19 Drugs with Emergency Use Authorization https://t.co/Hk6rTnppwa,0
492,@huntresstruffle @1goodtern A dead person can't get Long-Covid,-1
493,"RT @aintscarylarry: Since twitter is no longer enforcing rules against COVID misinformation, I can now say, without fear of any repercussio…",0
494,"RT @MarkChangizi: The spectacular failure of academia during Covid. 

Moment 323 https://t.co/hFc39GgXO8",-1
495,RT @shannonsinsc: Mike Pence is just as responsible for all the Covid Deaths as Trump.,-1
496,"RT @slayer_agolf: Breaking!

It is now OK to lie and mislead people about Covid-19 on Twitter even if it results in injury or death!

Thank…",-1
497,RT @ryan613tucker: My Immunocompromised sister just tested positive for COVID. I hate everything right now. #CovidIsntOver,-1
498,"@RaySuarezNews @cenkuygur @RonDeSantisFL Trump wont clear the field.... Everyone will expose him in the Republican debates and how he mismanaged Covid, J6, and Stolen election.",-1
499,"RT @Osmanunsal58: 1️⃣-Çin'de Covid kapanmaları adı altında oynanan tiyatronun asıl sebebi,

➖Üretimi durdurup, küresel talebi arttırmak. Ül…",0
500,"RT @glenderyldrm: Covid döneminde milyonlarca kişiyi biz aşıladık dediniz, hakkınız ödenmez dediniz, meslek itibarımızın iadesini istiyoruz…",0
501,"RT @laderechadiario: 🇺🇸🇨🇳 | El gobernador de Florida, Ron DeSantis, habló de las violaciones a los derechos humanos en China por la polític…",0
502,"My wife just heard from our pediatrician (as part of a flu shot reminder) that the Bay Area is out of pediatric hospital beds; they are diverting to other regions.

#tripledemic RSV/Flu/COVID and too few folks taking any of them seriously.

Going to be a heck of a winter.",-1
503,RT @hrkbenowen: Bill Clinton tested positive for covid.,0
504,"RT @LeslieHawkGirl: @GovStitt Listen Jethro, Oklahoma ranks #3 in Covid deaths per capita (look it up). You probably ought to sit this one…",-1
505,"Para ficar imune à covid precisa passar por um castigo do monstro 😭😭😭😭😭😭😭😭meudeus, me dê forças🤧",0
506,@DisabledDoctor I doubt it’s a communication thing or rather possibly accidentally revealing her thoughts similar to when she said it was good news mostly disabled ppl were dying of COVID.,-1
507,"RT @enhababes: “I miss 3rd gen groups, award shows, and interactions so much.” A huge amount of 4th gens groups are Covid groups and this i…",-1
508,RT @manopsi: ช่วงต้นเดือน มีข้อสังเกตจากการพบ COVID variant ใหม่ในกลุ่ม BM.2 พบการกลายพันธุ์เพิ่มกว่า 40 ตำแหน่ง สิ่งที่น่าสนใจคือจำนวน bas…,0
509,RT @Sara_fromArda: Appena parlato con conoscente che fa la OS in una rsa. Cominciano a capire. Un loro collega di 43 anni sano è stato trov…,0
510,"RT @trust_lygia: @BonomiAllegra Babbo, 85 anni, da 30 anni con 3 bypass e pacemaker, a Natale scorso aveva fame d'aria (dispnea, normale ne…",0
511,"@KTVU Honestly, by this time we all can spot false Covid information. We know the signs and symptoms. We know how to test and follow recommendations. We also know the vaccine doesn’t stop the spread, or stop infection, and depending on the patient probably doesn’t lessen the effects.",-1
512,"RT @Winston13920: @BonomiAllegra Due nonne della classe di mio figlio,entrate per tutt’altro,entrambe magicamente positive!
Mia zia provinc…",0
513,RT @OccupyDemocrats: If you love that the European Union just dropped the hammer on Elon Musk by warning him that Twitter will be banned un…,0
514,@GovMLG You can't stop Long Covid without stopping transmission. Vaccines do not do this. We are at a crossroads. 24M at least in USA have Long Covid including children. This is terrifying. https://t.co/MV0vmd3OE3,-1
515,14 ppl had viral fever. still there is a playing XI.. and no news on covid test either. https://t.co/mvNgO8ALgC,-1
516,@GranfalloonX @IanJaegerNPC What’s your fav ingredient in the Covid vax and what is the most compelling endpoint? I’ll wait,0
517,RT @JitendraManoha6: @RajeshS50119232 @RajivSi45818862 @Hisamud47588796 @55659754Bhaskar @hisamuddink51 @Ahimsa1616 @Smile3560 @Shakeelsaye…,0
518,"RT @SukunaBikona7: 子供がCOVID-19感染して自宅療養となったときの注意点は成育医療センターのまとめがわかりやすい
https://t.co/4KJFSj142u
4/6 https://t.co/7HZYaMOejM",0
519,RT @littlewhitty: Elon reporting that hate speech is at an all time low shortly after getting rid of the resources needed to identify hate…,-1
520,RT @ellymelly: I am unvaccinated. I had covid once for about 4 hours. Was a very slight headache and sore neck I would not normally have no…,-1
521,"RT @Stefani51219113: @BonomiAllegra Mio suocero preso covid un mese fa in ospedale,rimasto sempre asintomatico,per qualche oscuro motivo an…",0
522,Not exactly news to some of us 😏 https://t.co/Ref7m8lVb8,0
523,Why China Is Still Stuck in a Zero-Covid Nightmare - WIRED https://t.co/WER2KNyHkj,-1
524,RT @ianmSC: It’s been incredible to witness the seamless transition from experts claiming you could roll up a T-shirt and put it on your fa…,1
525,RT @jakeshieldsajj: @CDCDirector What about the millions you sacrificed with the Covid vaccine?,-1
526,"@XRP_Theef @WatcherGuru We tax the ultra wealthy fairly like the system is supposed to be. And he does infect have that authority. Last I checked were still under a “national emergency” with covid. Like it or not, the president wields additional authority during times of national emergency.",0
527,"@Tammy58332086 They want to save the planet, but cause traffic and more pollution. Brain cells were killed with the COVID vaccine. It may be the case.",-1
528,"RT @Kees71234: Schrijnende beelden uit China hoe de politie hardhandig de Covid-waanzin handhaaft tegen antiregerings demonstranten. 

Oh w…",0
529,que tan horrible (del 1 al 10) es que te metan un hisopo x la nariz a ver si tienes covid??? hoy m harán eso x primera vez y estoy súper nervioso,-1
530,Protect yourself. Covid is not the flu! #CovidIsNotOver https://t.co/X5r5tzS2Vq,0
531,"RT @BlackyDaa: Came on China 🔥
Covid bore adichuttu.. we r ready for zombies 🌝",0
532,"RT @Mike24632892: @PatrioticPizzas @SecBecerra It is the Death cult. Gates and Klaus Schwab are both members of the World Economic Forum, w…",0
533,"RT @JaneVoter2018: @Sky_Lee_1 @RodneyClaeys @tedcruz .@POTUS wanted everyone to get vaccinated, including conservatives because he does not…",-1
534,"RT @SukunaBikona7: 東京都の自宅療養者向けハンドブック
大人がCOVID-19で自宅療養するときの注意点がまとまっている
https://t.co/Cdb3BD9Pcd
3/6 https://t.co/TsC1dReH37",0
535,Sharing lessons learned in caring for older people in residential aged care during COVID @wnswlhd @AHCF10 @NSWHealth @nswaci @NSWCEC @NswHeti https://t.co/agBFUz7XAT,0
536,"RT @YJTripathi: @VMBJP @BJP4Andhra @narendramodi No one train from Narsapur To Visakhapatnam from covid times onwards, run one dedicated tr…",-1
537,@hodgetwins Yup the criminals are wearing masks to prevent the transmission of Covid. So thoughtful of them.,0
538,RT @jimmyfailla: Saying you got covid but you're glad you've been vaxxed is like saying you got pregnant but you're glad you wore a condom.,0
539,"Illinois reported  5,724 new COVID cases and 16 new deaths Wednesday. Multiple Chicago area counites have been raised to a ""medium"" risk level.  https://t.co/hjI365Dvqu",0
540,"RT @mtgreenee: So many people still wearing masks.

I just want to ask you.

If a pair of underwear, really thick ones, high quality cotton…",0
541,"RT @HaveWeAllGoneM1: I find myself more &amp; more curious about this👇🏼

Trudeau's government has adopted dozens of secret cabinet orders since…",0
542,"RT @ZeppLaRouche: Senator Richard Black on Covid, Ukraine, China and more. Declaring Independence
https://t.co/SQVvJLkcdd https://t.co/EGzA…",0
543,"RT @Akshu_gg: #zombievirus 

People : Finally covid virus is over

*Le Russian scientists: https://t.co/SKubna2zpT",0
544,"@intanorii Juli 2021 ibu meninggal lalu 9 hari kemudian ayah jga nyusul meninggal, kita kena covid dan 1 bulan ga keluar rmah. Bulan september kami kedatngan polis alasan ngga ada izin edar dan bayar 75 juta di tahan dr pagi smpe mlem. Wktu itu bner2 rasanya lelah di hantui trauma mendalam",0
545,"@MarkLevineNYC @AlexBerenson It’s like you don’t think we can see and read the information ourselves on the total fraud the COVID vax, and by default you, have been these last two years. This must be very hard for your authoritarian impulses.",-1
546,"RT @SaindodaBolha: Eles diziam 100% seguras. Eles diziam, se você tomar não vai transmitir. Doria disse que não morreriam.

Veja esse depoi…",0
547,"RT @RoyalBeauty_th: เนื่องจากน้องณฐพบเชื้อ COVID-19 ทางแอดจึงขออนุญาตเลื่อนกิจกรรมที่จะจัดขึ้นในวันที่ 1 ธันวาคม 2565 ออกไปก่อนนะคะ 

หากน้…",0
548,https://t.co/DD7rSTIvVf,1
549,"RT @CoronavirusArgg: ‼️ DIFUNDIR
💉 Los vacunatorios de PBA, mayormente fueron reubicados. Fue actualizada la página de la provincia.

https…",0
550,RT @vgclements1: Confidential Pfizer Documents &amp; New Study Confirm COVID ‘Vaccine Shedding’ Has Been Occurring with Shocking &amp; Dangerous Co…,-1
551,RT @VOAChinese: 美驻华大使表态：支持中国人民和平抗议自由表达的权利    https://t.co/c66FtGgD9r,0
552,"RT @steve_hanke: In the city of Guangzhou, #China, a quarantine camp is being built to potentially detain 87,000 people. If Chinese Communi…",-1
553,"RT @antivaxprincess: @SpkJayIII Right? Like where were you when Dr Wakefield was being persecuted? Oh, so the covid mandates are wrong, wha…",-1
554,"RT @DrTaraGoddard: I have been seeing this a mind-boggling amount lately, and consequently, I have multiple students out with the flu or a…",-1
555,RT @danharris: Just another reason China is such a big threat. https://t.co/UbCmbR3FwN,-1
556,@voluntee01 We still have one in town no more salad bar because of Covid.,0
557,"RT @anusharavi10: ""Not liable for deaths"" says Union Government washing its hands off AEFI cases including deaths. 

This after blitzkrieg…",-1
558,RT @CP24: #BREAKING: Ontario's auditor general says the province wasted millions of doses of COVID-19 vaccine because it overestimated dema…,-1
559,"RT @ABDanielleSmith: No Albertan should lose their job, have their child banned from activities, denied a service or be otherwise discrimin…",-1
560,"Yes, because most of us know exactly when we are going to die.🥴 No one has ever died unexpectedly before the Covid vaccines.
How did we get to this place?🤦🏼‍♀️ https://t.co/h0YJChNRsy",-1
561,RT @DrBrunoGino: Hoje o Brasil voltou a ser um dos três países no mundo com maior número de mortes pela COVID-19... o que você tem feito pa…,0
562,"RT @johnrackham82: In the countries where Ivermectin was given out freely, there were little to no COVID deaths.",0
563,"RT @SomeBitch4Real: Big Dig Energy Ep 147 
The Disinformation Vocation Formation
Will be live at 10/9c!

Come talk about inductees to the C…",0
564,"RT @tedcruz: We need to use every tool we have to rein in Big Tech’s abuse of power.

✅Big Tech censored stories about Hunter Biden’s lapto…",-1
565,RT @Dominicjustinaa: @itsqail Those two years when COVID swallowed us all up young and spat us all out older 😭,-1
566,@kimguilfoyle Covid has been one of the BIGGEST medical scams of ALL time! My recent visit 2 a medical center confirmed this. Graphene N the vax is what is making people sick!,-1
567,"@vaampwol quando eu peguei COVID tive que dormir de barriga pra cima pq me dava falta de ar se eu deitasse de bruços, mas depois que eu melhorei não consegui continuar dormindo de barriga pra cima, e eu tinha gostado da posição :/",0
568,"RT @SafeGuard009: 北京大妈怒斥：你们对老百姓愚民政策！它们怎么不封起来？彭丽媛怎么不封啊？在国外过生日？

#北京 #China #ChinaProtests #ZeroCovidChina #CCPChina #COVID #上海 #白纸革命 #A4纸革命…",0
569,"@akahiguma Bruh your government is too scared. Because they are not responsible when people die from covid, but must be responsible when people are suspected died from vaccine.",-1
570,"RT @respect65: Be it covid, be it climate change, be it ukraine, don't believe your government or mainstream media. You know they lied abou…",-1
571,RT @77_frota: Lembram da ida do Bolsonaro ao STF ? Barroso rejeita ação de familiares de vítimas da Covid contra Bolsonaro. Disse que a PGR…,0
572,RT @Jacob8775: Reminder - #Pfizer just pulled all ad spending on Twitter after Elon allowed people to report the truth about the toxic covi…,-1
573,"@CDCDirector 50yrs later the US Govt is still forcing experimental studies in the form of mass Covid vaccination through media propaganda, duress &amp; social media shaming. Pfizer &amp; its bought politicians get wealthier &amp; BGates &amp; Führer Klaus Schwab realize their vision of population reduction.",-1
574,"RT @TheAgentNDN: While I agree that we need mask mandates, I think that we should reframe the debate away from the focus on masks. We need…",0
575,"RT @Monkee_Don: In case you didn't know
Covid was the product of 70 years of MK-Ultra mind control unleashed on the world. They isolated yo…",-1
576,RT @null_jesse: covid was created in the neuralink lab and musk spread it to collapse foreign economies so he could exploit lithium mines f…,-1
577,"I'd wager there's a significant overlap in the venn diagram of people refusing covid vaccines because ""they're using it to implant chips to control your brain with 5G"" &amp; people literally begging their new overlord for one of these without a second thought. https://t.co/GbYvttJKYf",-1
578,"@DimitriosGakis @dstefanos 1. Υπαρχει φυσικη ανοσια απεναντι στον Covid?
2. Με καθε νοσηση αυξανεται η αμυνα μας απεναντι στον Covid?",0
579,"RT @EkVishwa: Riots reported in city of Guangzhou, China against Xi's Covid Dicktat of forced Isolation.

Video: Few hours ago. https://t.c…",-1
580,"RT @Jul_Taxi: 👀 G. #Soros : ""Le #Covid-19 a aussi permis de légitimer les outils de contrôle."" 👀 https://t.co/i4jSVX2hJ2",0
581,"RT @majorgauravarya: Picture 1: Chinese social media making fun of Covid deaths in India, showing Chinese sending rockets to space &amp; India…",-1
582,RT @GovBillLee: The federal COVID-19 vaccine mandate on members of our Armed Forces is a threat to national security &amp; readiness at home in…,-1
583,RT @VOAChinese: 广州爆发激烈警民冲突后，当局突然宣布一半市区解封    https://t.co/wJRf8YvR7l,0
584,"RT @mini_bubbly: Ontario auditor general finds COVID-19 vaccine wastage, unco-ordinated bookings.

The province is running a disorganized b…",-1
585,RT @susi815: A covid vaccine every two months? Are you kidding me? Who in their right mind would ever do this?,-1
586,@richiegogo @BillShackleton @liz_churchill7 That would be 3 million deaths— triple the number of Covid deaths. Absolutely horrifying if true.,-1
587,@BillClinton I. Did. Not. Get. Covid. From. That. Woman.,-1
588,"RT @Intelligencoeur: "" Le Dr Angus Dalgleish, oncologue renommé, envoit une lettre ouverte au British Medical parce que les cancers et autr…",0
589,"RT @JeanPie52446982: En Ohio un projet de loi permettrait l'hydroxychloroquine, l'azithromycine, l'ivermectine, la budésonide qui se sont a…",0
590,"More than 90% of COVID deaths occurring among adults over age 65, CDC data shows - ABC News https://t.co/3NFADgs44j",0
591,"RT @SukunaBikona7: long COVID患者では老化したII型肺胞上皮細胞の蓄積や線維化などを認め、間質性肺炎患者と共通した病理像も認められた。
https://t.co/YqmCLU2T4K
preprint
肺においても慢性感染が起こっている可能性が示唆さ…",0
592,"@SenRonJohnson Thx for speaking up Sen Johnson!
I didnt submit to COVID mandates while working at a Pittsburgh university &amp; as result, in Dec 2021, i was terminated. Wasn’t easy getting fired &amp; burning thru 2/3 of my retirement-but my health, my freedom &amp; my liberty is nonnegotiable. 
#TheyLied",-1
593,@amastv Al títere primer ministro de Canadá que los transportistas de su país también protestaron por las excesivas reglas durante la pandemia del COVID 19,0
594,@CTVNews Having Covid - a leading cause of sudden death in young people. https://t.co/X9Yyny4EoH,-1
595,@BillClinton Five shots this year and still get Covid. Really effective.,-1
596,"RT @fengyunshe: 中共国清零把每个人都逼上梁山
一个帖子说明了一切：“跳楼的人是我，翻车里的人是我，步行离开富士康的人是我，冻死在路上的人是我，几个月没有收入买不起蔬菜的人是我，在大火中死去的人是我，如果这些都不是我，那么下次就是我。”  https://t.co…",0
