verified,hour_created,geo_enabled,default_profile,default_profile_image,favourites_count,followers_count,friends_count,statuses_count,average_tweets_per_day,network,tweet_to_followers,follower_acq_rate,friends_acq_rate,prediction
False,6,False,False,False,14376,1986,3314,3693,8677.0,61.562,62.384,8.85,9.024,1
False,3,False,True,True,6847,72,289,11891,15159.0,24.326,40.26,8.114,8.177,0
False,16,False,True,False,48782,1422,1890,62025,63992.0,54.78,80.122,8.129,8.258,1
False,16,False,True,False,97,53,18,2483,2750.0,11.745,31.184,5.771,5.656,1
False,20,True,True,False,1971,20,75,1425,6392.0,13.185,22.111,8.515,8.526,0
False,6,False,True,False,41750,198,21,31538,33250.0,16.362,54.833,7.555,7.458,0
False,22,True,False,False,59804,1184,378,2740,5698.0,42.023,56.026,8.329,8.113,0
False,16,False,True,False,97,53,18,2483,2750.0,11.745,31.184,5.771,5.656,1
False,22,True,False,False,103927,1426,5017,118570,121482.0,61.889,84.859,8.375,8.978,1
False,18,False,True,False,527,41,185,62,696.0,19.532,15.486,6.516,6.709,0
True,7,True,False,False,31633,22919,18950,81820,85632.0,98.888,113.573,10.194,10.033,0
False,17,False,False,False,28,119,1933,65976,69531.0,36.229,53.127,8.209,8.611,1
False,15,False,True,False,20392,168,273,18969,19259.0,28.795,50.533,6.129,6.335,1
False,5,False,True,False,5572,275,1484,11554,15848.0,41.047,52.578,8.427,8.662,1
False,13,False,True,False,18051,29,373,2378,4945.0,20.15,26.442,7.862,7.987,0
False,22,False,True,False,2166,7445,41,22119,22450.0,33.323,89.192,8.959,5.922,0
False,1,True,True,False,3867,221,748,4329,4845.0,35.759,45.238,6.604,7.143,1
False,9,True,False,False,12082,3557,2228,165809,171291.0,63.039,98.276,9.109,8.95,1
False,16,False,True,False,90003,188,326,11129,12896.0,30.35,48.839,7.579,7.647,0
False,8,False,False,False,3588,1185,2813,3178,7257.0,56.219,57.082,8.569,8.838,1
True,15,True,False,False,14,408900,240,323352,328296.0,70.87,163.925,12.933,8.554,1
False,13,False,True,False,9975,4595,2474,23980,26886.0,65.895,85.046,8.923,8.591,1
False,13,True,False,False,18049,4491,2405,121652,126898.0,65.478,98.473,9.184,8.943,1
False,23,False,True,False,85866,362,1,43799,45290.0,4.086,62.996,7.525,7.309,0
False,18,True,False,False,15844,1695,4998,13508,18191.0,63.333,70.725,8.761,9.178,0
False,20,False,False,False,78,1148,1073,63085,68117.0,49.18,77.881,8.729,8.717,1
False,22,False,True,False,53358,224,398,35956,36239.0,32.437,56.815,6.23,6.525,0
False,0,False,True,False,4085,20,135,3752,3955.0,14.957,25.057,5.412,5.826,0
False,7,False,True,False,1,15,140,1953,4166.0,13.721,21.01,7.709,7.764,1
False,0,True,False,False,419354,7530,19,642980,647794.0,26.742,119.386,9.421,8.483,1
False,18,False,True,False,6647,411,1095,17179,20801.0,42.144,58.714,8.303,8.459,1
False,0,True,True,False,105252,4491,5116,97444,102497.0,71.825,96.607,9.164,9.227,0
False,22,False,True,False,19630,259,318,3666,3802.0,32.058,45.637,5.981,6.12,0
False,12,False,True,False,3599,32,375,2789,3744.0,20.733,27.741,6.896,7.194,0
False,3,False,True,False,1295,351,683,1187,1508.0,38.278,41.515,6.512,6.913,1
False,11,False,True,False,10685,475,116,1916,2241.0,29.361,46.601,6.686,6.091,1
False,23,True,False,False,6622,751,581,316635,319441.0,42.163,83.88,8.177,8.128,1
False,17,False,True,False,9544,1110,2977,42223,46725.0,56.097,74.694,8.633,8.92,1
False,14,True,True,False,1459,119,192,1149,4545.0,25.195,33.74,8.165,8.186,0
False,15,True,False,False,6284,6128,1499,45708,50061.0,63.777,93.574,9.257,8.675,1
False,16,True,True,False,9640,347,1071,7547,12707.0,40.832,52.255,8.614,8.737,0
False,4,False,True,False,9423,214,687,5736,7071.0,35.091,46.481,7.346,7.612,1
False,3,False,True,False,240,0,0,65,187.0,0.0,0.0,4.812,4.812,0
False,14,False,True,False,8382,106,195,2303,2396.0,24.664,36.179,5.298,5.666,0
False,16,False,False,False,1955,5302,4948,11265,15008.0,72.956,80.01,9.11,9.07,1
False,3,False,True,False,240,0,0,65,187.0,0.0,0.0,4.812,4.812,0
False,14,False,True,False,8382,106,195,2303,2396.0,24.664,36.179,5.298,5.666,0
False,18,True,True,False,2258,2229,2091,121961,123093.0,58.948,90.293,8.12,8.078,1
False,16,False,True,False,17653,1251,524,61288,61677.0,44.674,78.624,7.403,6.818,1
False,1,False,False,False,386,278,586,45299,50595.0,35.899,60.373,8.626,8.68,1
False,17,False,True,False,916,38,400,1986,3143.0,21.959,27.822,7.087,7.351,0
False,20,False,True,False,33500,124,104,11775,12587.0,22.471,45.26,6.843,6.821,0
False,4,True,True,False,16534,27,42,2897,3913.0,12.533,26.564,6.951,6.965,0
False,23,False,False,False,14160,8926,4072,84407,88320.0,75.614,103.189,9.46,8.985,1
True,13,True,False,False,3185,2207631,804,295650,301446.0,97.736,184.009,14.61,8.795,1
False,13,False,True,False,1,35134,275,151574,153869.0,58.828,124.859,10.53,7.852,1
False,17,True,True,False,68212,729,969,18194,21101.0,45.342,64.671,8.199,8.263,0
False,17,False,False,False,3377,13472,11,758485,762878.0,23.628,128.736,9.791,8.39,1
False,11,False,True,False,3959,100,393,2014,2111.0,27.582,35.114,5.288,6.196,1
False,21,False,True,False,44086,5170,5162,50165,51718.0,73.103,92.546,8.813,8.812,0
False,18,False,False,False,67913,7310,7969,240193,245274.0,79.927,110.228,9.425,9.477,1
False,15,False,True,True,4483,54,172,8389,11557.0,20.651,36.205,8.078,8.114,0
False,19,True,False,False,84875,126941,93531,52153,55115.0,134.508,127.644,11.775,11.477,1
False,17,False,True,False,9919,117,219,9617,10383.0,25.731,43.754,6.784,6.894,1
False,13,False,False,False,15370,76242,58084,54161,57424.0,123.317,122.531,11.284,11.024,1
False,13,False,True,False,15129,147,967,24018,28329.0,34.357,50.405,8.403,8.571,1
False,17,False,True,True,1481,297,578,3047,6350.0,36.241,45.703,8.189,8.264,1
False,11,True,False,False,653104,6965,84,187742,190042.0,39.312,107.449,9.134,7.777,1
False,19,False,False,False,91457,1049,4490,234611,240376.0,58.503,86.022,8.827,9.236,1
True,20,False,False,False,160,459510,2137,174219,178865.0,99.97,157.343,13.048,8.822,1
False,17,False,True,True,0,0,10,2316,2672.0,0.0,0.0,5.878,5.905,1
False,20,True,True,False,47868,2213,4977,108230,110857.0,65.57,89.288,8.485,8.937,1
False,15,False,True,False,0,2,1,3317,3420.0,0.762,8.907,4.663,4.654,1
False,10,True,False,False,21,560425,159,344767,349896.0,67.177,168.773,13.246,8.573,1
False,23,False,False,False,5408,15818,115,299325,303491.0,45.962,121.919,9.903,8.362,1
False,23,False,False,False,5408,15818,115,299325,303491.0,45.962,121.919,9.903,8.362,1
False,23,False,False,False,5408,15818,115,299325,303491.0,45.962,121.919,9.903,8.362,1
False,13,False,True,False,13,133688,1,48136,49145.0,8.181,127.261,11.811,6.919,1
False,23,True,False,False,341170,1520,1686,184149,189245.0,54.446,88.83,8.797,8.822,1
False,12,True,True,False,45329,7343,7189,65991,70978.0,79.051,98.784,9.42,9.407,1
False,18,True,False,False,13925,4347,4804,273533,277868.0,71.019,104.879,9.069,9.12,1
False,17,False,True,False,9544,1110,2977,42223,46725.0,56.097,74.694,8.633,8.92,1
False,12,False,True,False,747,3434,3116,14013,14367.0,65.498,77.736,8.24,8.152,1
False,15,False,True,False,13830,489,701,15284,15536.0,40.598,59.681,6.609,6.861,1
False,17,True,True,False,23,479,989,176055,179895.0,42.585,74.57,8.371,8.483,1
False,16,False,True,False,10585,570,2115,121067,123867.0,48.604,74.291,8.123,8.5,1
False,20,True,True,False,13907,127,164,110839,112810.0,24.774,56.36,7.649,7.667,1
False,14,True,False,False,763,1477,3364,184166,188241.0,59.272,88.483,8.622,8.915,1
False,14,True,False,False,763,1477,3364,184166,188241.0,59.272,88.483,8.622,8.915,1
False,14,True,False,False,763,1477,3364,184166,188241.0,59.272,88.483,8.622,8.915,1
False,20,True,True,False,144678,3916,4565,137092,140614.0,69.712,97.857,8.914,8.998,1
False,16,False,False,False,87473,4584,3937,389967,395050.0,69.792,108.533,9.177,9.107,1
False,7,True,False,False,668,16036,2485,74551,79345.0,75.703,108.632,9.944,8.893,1
False,1,False,False,False,112845,2976,4952,276818,280549.0,68.051,100.232,8.811,9.069,1
True,20,True,False,False,3751,9149787,1463,895086,900119.0,116.836,219.676,16.03,8.779,1
True,6,True,False,False,7868,3723032,414,967009,971238.0,91.208,208.522,15.131,8.443,1
True,0,True,False,False,33401,3716319,1810,1140768,1146083.0,113.487,210.997,15.13,8.872,0
True,12,False,False,False,7,122816,560,333364,337271.0,74.175,149.023,11.75,8.405,1
True,12,False,True,False,13,127055,538,196409,200697.0,73.919,143.238,11.786,8.482,1
False,20,False,False,False,156472,904,308,81131,83276.0,39.032,76.956,8.023,7.805,1
True,20,True,False,False,3751,9149787,1463,895086,900119.0,116.836,219.676,16.03,8.779,1
True,20,True,False,False,605,365708,999,238581,242515.0,88.486,158.614,12.82,8.504,1
False,15,False,True,False,0,3,0,7717,7752.0,0.0,12.409,3.664,3.584,1
False,20,False,True,False,49448,672,1016,24026,27627.0,45.091,65.684,8.36,8.438,0
False,16,True,False,False,1916,31374,34406,2138365,2142674.0,108.156,150.912,10.482,10.564,1
False,16,False,True,False,13,12,8,10933,16286.0,5.636,23.853,8.588,8.587,1
False,18,False,True,False,2,571,6,29213,29455.0,12.355,65.284,6.702,5.517,1
False,13,False,True,False,55048,1560,3503,24799,24931.0,60.013,74.403,7.434,8.199,1
False,1,False,False,False,1276,580,1534,1909,6759.0,46.694,48.085,8.6,8.762,1
False,18,False,True,False,55383,13537,13898,80955,81375.0,90.752,107.516,9.544,9.569,1
False,4,False,True,False,6516,12017,3,61145,61998.0,13.023,103.533,9.463,6.753,1
False,18,False,True,False,55383,13537,13898,80955,81375.0,90.752,107.516,9.544,9.569,1
False,14,True,False,False,136,482305,380,126153,130766.0,77.769,153.702,13.096,8.516,1
True,4,True,False,False,2318,698354,2129,477755,482432.0,103.129,175.968,13.463,8.826,1
False,22,True,True,False,24607,308,240,21259,23508.0,31.446,57.13,7.847,7.82,0
False,20,True,True,False,47868,2213,4977,108230,110857.0,65.57,89.288,8.485,8.937,1
False,9,True,False,False,27860,415,1597,63694,68738.0,44.485,66.711,8.605,8.801,1
False,15,False,False,False,8,1656,4,193819,197075.0,11.93,90.248,8.5,8.09,1
False,16,False,False,False,9,5560,1,3383,9229.0,5.977,70.082,9.342,8.674,1
False,7,False,True,False,918,49,282,16973,21533.0,22.085,38.101,8.436,8.485,1
False,8,False,False,False,29968,216214,598,990669,992555.0,78.56,169.595,12.293,7.818,1
False,17,True,True,False,121660,581,833,129820,134446.0,42.822,74.958,8.558,8.605,1
False,17,True,False,False,91043,2103,4557,261071,264487.0,64.462,95.435,8.616,8.984,1
False,16,True,True,False,40753,1367,1578,35364,36854.0,53.18,75.63,7.958,8.029,0
False,22,True,True,False,443,1757,1613,45074,45558.0,55.191,80.07,7.715,7.649,1
False,22,False,True,False,717,127,349,16136,16808.0,28.423,47.011,6.685,6.93,1
False,16,True,False,False,103,41968,13528,269545,274584.0,101.259,133.106,10.758,9.829,1
False,20,True,True,False,144678,3916,4565,137092,140614.0,69.712,97.857,8.914,8.998,1
True,20,False,False,False,160,459510,2137,174219,178865.0,99.97,157.343,13.048,8.822,1
False,3,False,True,False,15,43,10,53744,54887.0,9.074,41.217,7.079,7.051,1
True,20,True,False,False,3751,9149787,1463,895086,900119.0,116.836,219.676,16.03,8.779,1
False,3,False,True,False,15,43,10,53744,54887.0,9.074,41.217,7.079,7.051,1
False,3,False,True,False,15,43,10,53744,54887.0,9.074,41.217,7.079,7.051,1
False,15,True,False,False,68288,2603,2097,334713,337868.0,60.156,100.048,8.659,8.567,1
False,0,False,True,False,39915,392,353,11392,11584.0,35.062,55.8,6.372,6.303,0
False,15,False,True,False,1424,8312,809,2191,3222.0,60.445,69.43,9.142,7.518,1
False,9,False,False,False,2061,425,1043,2629,6936.0,42.083,47.677,8.462,8.585,0
False,21,False,False,False,11,498,1756,21953,26471.0,46.417,62.106,8.521,8.744,1
False,17,False,False,False,452,150,392,9660,11996.0,29.972,46.038,7.819,7.912,1
False,10,False,True,False,107994,538,1019,105122,109631.0,43.572,72.727,8.527,8.618,1
False,11,False,False,False,3,1754,161,1167710,1171781.0,38.005,104.363,8.67,8.351,1
True,20,True,False,False,3751,9149787,1463,895086,900119.0,116.836,219.676,16.03,8.779,1
False,8,False,False,False,26,22474,8952,135872,139787.0,91.181,118.433,10.181,9.462,1
False,8,False,False,False,29968,216214,598,990669,992555.0,78.56,169.595,12.293,7.818,1
True,1,True,False,False,22437,510946,132741,131882,137291.0,155.049,154.964,13.155,11.836,0
False,10,False,True,False,4318,405,231,8863,9007.0,32.715,54.596,6.31,5.93,1
False,10,False,False,False,52461,3304,2364,353727,358849.0,62.95,103.529,9.039,8.921,1
False,17,False,True,False,9544,1110,2977,42223,46725.0,56.097,74.694,8.633,8.92,1
False,15,False,False,False,2284,1431,1421,15317,18789.0,52.756,70.029,8.498,8.496,1
False,16,False,False,False,610,1446,86,127332,132218.0,32.5,85.541,8.754,8.512,1
False,17,False,True,False,6,674,138,3471,5009.0,32.147,53.111,7.702,7.425,1
False,16,False,True,False,2796,3146,413,7043,8224.0,48.534,71.36,8.373,7.375,0
False,9,False,True,False,26894,786,880,26620,26945.0,45.218,67.946,7.014,7.095,1
False,12,False,True,False,9062,19,35,5671,6109.0,10.735,25.893,6.127,6.161,0
False,9,False,True,False,26894,786,880,26620,26945.0,45.218,67.946,7.014,7.095,1
False,9,False,True,False,26894,786,880,26620,26945.0,45.218,67.946,7.014,7.095,1
False,10,False,True,False,12176,42,75,5690,9363.0,16.289,32.522,8.22,8.229,0
False,18,True,False,False,11982,1069,4275,54642,59122.0,58.32,76.092,8.622,9.077,1
False,12,False,True,False,1156,164,593,22531,23472.0,32.611,51.175,7.009,7.336,1
False,15,True,False,False,1679,18995,2110,54868,60070.0,75.416,107.512,10.094,8.897,1
False,21,False,True,False,0,3,0,3379,3523.0,0.0,11.265,4.997,4.977,1
False,11,True,True,False,147143,524,50,127251,131140.0,24.627,73.62,8.393,8.279,0
False,21,False,False,False,2562,687,1908,76978,82041.0,49.358,73.514,8.657,8.85,1
False,16,False,False,False,388,605,1524,167259,170997.0,46.961,77.057,8.377,8.568,1
False,19,True,False,False,13579,1926,708,123414,127837.0,49.647,88.672,8.756,8.543,1
False,0,False,True,False,39915,392,353,11392,11584.0,35.062,55.8,6.372,6.303,0
False,17,False,False,False,23366,135,1073,21938,24874.0,34.286,49.107,8.03,8.297,0
False,12,False,True,False,18832,11573,6138,153274,158474.0,81.611,111.717,9.728,9.336,1
False,21,True,True,False,1494,49,52,2708,2763.0,15.532,30.922,4.654,4.682,0
False,19,False,True,False,13533,373,230,28118,28576.0,32.242,60.689,6.724,6.535,1
False,6,False,True,False,2526,13,80,873,1156.0,11.597,17.875,5.694,5.897,0
False,23,False,True,False,21691,1086,1745,21179,23460.0,52.19,69.638,8.122,8.301,1
False,1,False,True,False,7832,7213,828,12397,13256.0,59.701,83.732,8.996,7.431,1
False,16,False,True,False,50328,1787,1843,8907,9188.0,56.314,68.109,7.635,7.662,0
False,15,False,True,False,34,2,6,302,307.0,2.138,6.277,2.079,2.485,0
False,13,False,True,False,84,494,480,55,5153.0,38.319,24.976,8.629,8.627,1
False,19,False,False,False,43674,10076,2632,338825,342514.0,72.6,117.375,9.53,8.752,1
False,19,False,False,False,43674,10076,2632,338825,342514.0,72.6,117.375,9.53,8.752,1
False,20,False,True,False,2060,6,237,46,1098.0,10.649,7.492,6.965,7.162,0
False,18,False,True,True,200,0,24,696,779.0,0.0,0.0,4.431,4.682,0
False,19,False,False,False,43674,10076,2632,338825,342514.0,72.6,117.375,9.53,8.752,1
False,0,False,True,False,7222,120,140,6528,6935.0,23.733,42.126,6.269,6.306,0
False,20,False,False,False,14387,92,487,4831,7896.0,28.058,38.45,8.058,8.176,1
False,21,False,True,False,13111,3490,900,4255,5247.0,55.503,68.168,8.408,7.546,0
True,7,True,False,False,31633,22919,18950,81821,85633.0,98.888,113.573,10.194,10.033,0
False,21,True,True,False,1494,49,52,2708,2763.0,15.532,30.922,4.654,4.682,0
False,21,True,True,False,24137,191,120,2488,7588.0,25.214,41.112,8.574,8.56,0
False,13,False,True,False,364,3,45,79,3345.0,5.308,6.075,8.093,8.105,0
False,21,False,True,False,3443,29,149,2186,2459.0,17.042,26.156,5.714,6.047,0
False,21,False,True,False,36823,1757,4695,6412,6957.0,63.171,65.5,7.742,8.564,0
False,18,False,True,False,18180,2561,150,25369,25888.0,39.378,79.595,8.033,6.507,1
False,14,False,True,False,3806,47,143,1356,1452.0,19.239,27.923,4.97,5.481,0
False,16,False,True,False,10,0,14,219,253.0,0.0,0.0,3.555,3.892,1
False,22,False,True,False,6311,76,318,7726,8645.0,25.043,38.888,6.904,7.121,0
False,18,True,False,False,1493,567,782,16062,18872.0,42.258,61.419,8.125,8.187,1
False,22,False,True,True,796,9,27,921,1016.0,7.673,15.719,4.654,4.812,0
False,19,True,False,False,94318,2468,5000,21444,26513.0,66.534,77.907,8.928,9.217,0
False,14,False,True,False,12807,150,300,10916,12000.0,28.634,46.651,7.119,7.233,1
False,15,True,False,False,12299,963,1216,17814,20905.0,48.813,67.253,8.308,8.368,0
False,11,False,True,False,34824,852,1023,8989,9413.0,46.779,61.44,7.152,7.278,0
True,20,True,False,False,5806,795336,6484,124192,129407.0,119.252,159.364,13.593,9.367,1
False,17,True,False,False,10661,232,1239,10395,13843.0,38.827,50.418,8.211,8.453,0
False,9,False,True,False,49529,246,276,6698,7834.0,30.985,48.536,7.232,7.253,0
False,19,False,False,False,16217,1549,2269,20070,23170.0,56.767,72.777,8.445,8.589,1
False,3,False,True,False,2927,34,171,1468,5785.0,18.301,25.927,8.378,8.409,0
False,11,False,True,False,15339,395,19,13194,13363.0,17.919,56.749,6.337,5.242,1
False,16,False,True,False,48782,1422,1890,62025,63992.0,54.78,80.122,8.129,8.258,1
False,22,True,False,False,59804,1184,378,2740,5698.0,42.023,56.026,8.329,8.113,0
False,16,False,True,False,219,17,272,219,1836.0,16.213,15.59,7.399,7.544,0
False,6,False,True,False,41750,198,21,31538,33250.0,16.362,54.833,7.555,7.458,0
False,12,False,True,False,1535,163,79,2000,2086.0,22.348,38.766,5.521,5.112,1
False,11,False,True,False,3326,251,239,17360,17716.0,30.305,53.978,6.41,6.39,1
False,4,True,True,False,6331,203,669,4544,4896.0,34.606,44.788,6.321,6.93,0
False,19,False,True,False,68519,54966,5170,21468,22657.0,93.328,108.865,10.936,8.758,0
False,16,False,True,False,10,0,14,219,253.0,0.0,0.0,3.555,3.892,1
False,21,False,True,False,130099,696,1432,10698,12105.0,47.579,60.74,7.652,7.952,0
False,10,False,True,False,6650,60,275,4706,9198.0,23.105,34.765,8.424,8.47,0
False,13,False,True,False,18051,29,373,2378,4945.0,20.15,26.442,7.862,7.987,0
False,22,False,True,False,2166,7445,41,22119,22450.0,33.323,89.192,8.959,5.922,0
False,19,False,True,False,11799,118,160,3962,7410.0,24.285,39.594,8.179,8.191,1
False,16,False,True,False,90003,188,326,11129,12896.0,30.35,48.839,7.579,7.647,0
False,4,False,False,False,388,620,567,32693,35229.0,40.788,66.853,8.057,8.04,1
False,23,False,True,False,85866,362,1,43799,45290.0,4.086,62.996,7.525,7.309,0
False,11,True,True,False,4087,99,113,4526,4566.0,21.811,38.765,4.942,5.037,0
False,13,False,True,False,18,86,264,648,3721.0,24.919,28.919,8.058,8.113,1
False,22,False,True,False,53358,224,398,35956,36239.0,32.437,56.815,6.23,6.525,0
False,11,True,True,False,4087,99,113,4526,4566.0,21.811,38.765,4.942,5.037,0
False,6,False,True,False,11197,438,37,11983,12296.0,22.133,57.142,6.623,5.861,0
False,19,False,True,False,5913,47,134,5091,5431.0,18.989,33.042,5.961,6.163,0
False,4,False,True,False,2170,31,173,70,102.0,17.88,14.773,4.159,5.328,0
False,0,True,False,False,419354,7530,19,642980,647794.0,26.742,119.386,9.421,8.483,1
False,21,False,False,False,1104,39,122,1147,4132.0,17.752,25.991,8.015,8.042,0
False,23,False,True,False,32897,1143,1829,13181,13577.0,52.902,66.807,7.34,7.708,0
False,11,False,True,False,12712,65,352,3897,5353.0,24.578,34.641,7.328,7.501,0
False,3,True,True,False,99,410,983,41103,44663.0,41.478,63.941,8.287,8.422,1
False,16,False,False,False,22846,1222,4931,69169,73949.0,60.452,79.226,8.7,9.181,1
False,22,False,True,False,19630,259,318,3666,3802.0,32.058,45.637,5.981,6.12,0
False,12,False,True,False,3599,32,375,2789,3744.0,20.733,27.741,6.896,7.194,0
False,19,False,True,False,1063,294,578,2681,3371.0,36.177,44.895,6.893,7.146,1
False,22,False,False,False,63104,1861,2791,135452,140057.0,59.742,88.97,8.774,8.909,1
False,2,True,True,False,30975,575,816,75774,77963.0,42.622,71.414,7.925,8.008,0
False,2,False,True,True,6949,248,1790,177,990.0,41.329,28.59,6.968,7.865,0
False,21,False,True,False,1623,8,47,789,1120.0,8.506,14.66,5.829,5.938,0
False,23,True,False,False,6623,751,581,316635,319441.0,42.163,83.88,8.177,8.128,1
False,21,False,True,False,4979,512,1992,63,3865.0,47.41,25.953,8.37,8.665,0
False,14,True,True,False,1459,119,192,1149,4545.0,25.195,33.74,8.165,8.186,0
False,15,True,False,False,6284,6128,1499,45708,50061.0,63.777,93.574,9.257,8.675,1
False,18,False,True,False,4227,212,397,2296,3025.0,32.095,41.493,6.848,7.027,0
False,16,True,True,False,12897,14177,200,9713,11091.0,50.697,87.768,9.652,7.365,0
False,10,False,False,False,188074,3222,680,318173,321544.0,52.698,102.352,8.794,8.307,1
False,16,False,False,False,1955,5302,4948,11265,15008.0,72.956,80.01,9.11,9.07,1
False,19,False,True,False,19395,29285,22,13260,13581.0,32.248,97.63,10.296,5.841,1
False,16,False,True,False,17653,1251,524,61288,61677.0,44.674,78.624,7.403,6.818,1
False,20,False,True,False,33500,124,104,11775,12587.0,22.471,45.26,6.843,6.821,0
False,4,True,True,False,16534,27,42,2897,3913.0,12.533,26.564,6.951,6.965,0
False,9,False,True,False,25653,98,147,1135,1555.0,22.963,32.328,6.252,6.342,0
False,15,False,True,False,367086,13828,2085,124835,127662.0,72.872,111.885,9.721,8.5,1
False,23,False,True,False,72417,1011,1973,24485,25441.0,52.505,69.929,7.585,7.983,0
False,13,True,True,False,7925,297,1063,7274,11384.0,39.708,50.66,8.391,8.551,0
False,17,False,True,False,1,202,20,7258,7517.0,16.176,47.234,6.136,5.635,1
False,19,True,False,False,84875,126941,93531,52153,55115.0,134.508,127.644,11.775,11.477,1
False,17,False,True,False,9919,117,219,9617,10383.0,25.731,43.754,6.784,6.894,1
False,13,False,False,False,15370,76242,58084,54161,57424.0,123.317,122.531,11.284,11.024,1
False,21,False,True,True,8416,42,315,2082,2147.0,21.648,28.741,4.682,5.943,0
False,18,False,False,False,40978,1280,1321,4134,8506.0,51.425,59.585,8.64,8.647,1
False,15,True,True,False,965,995,1323,4377,8141.0,49.627,57.883,8.468,8.535,1
False,16,False,False,False,53901,8656,12166,193811,198368.0,85.28,110.377,9.489,9.725,1
False,21,False,True,False,228,6,65,199,228.0,8.153,10.31,3.584,4.554,0
False,19,False,False,False,91457,1049,4490,234611,240376.0,58.503,86.022,8.827,9.236,1
False,22,False,True,False,2,0,2,1,2306.0,0.0,0.0,7.743,7.744,0
False,17,False,True,True,0,0,10,2316,2672.0,0.0,0.0,5.878,5.905,1
False,20,True,True,False,47868,2213,4977,108230,110857.0,65.57,89.288,8.485,8.937,1
False,15,False,True,False,0,2,1,3317,3420.0,0.762,8.907,4.663,4.654,1
False,23,False,False,False,5408,15818,115,299325,303491.0,45.962,121.919,9.903,8.362,1
False,13,False,True,False,18,86,264,648,3721.0,24.919,28.919,8.058,8.113,1
False,23,True,False,False,341170,1520,1686,184149,189245.0,54.446,88.83,8.797,8.822,1
False,18,True,False,False,13925,4347,4804,273533,277868.0,71.019,104.879,9.069,9.12,1
False,17,False,True,False,9544,1110,2977,42223,46725.0,56.097,74.694,8.633,8.92,1
False,15,False,True,False,13830,489,701,15284,15536.0,40.598,59.681,6.609,6.861,1
False,17,True,True,False,23,479,989,176055,179895.0,42.585,74.57,8.371,8.483,1
False,16,False,True,False,10585,570,2115,121067,123867.0,48.604,74.291,8.123,8.5,1
False,20,True,True,False,13907,127,164,110839,112810.0,24.774,56.36,7.649,7.667,1
False,14,True,False,False,763,1477,3364,184166,188241.0,59.272,88.483,8.622,8.915,1
False,14,True,False,False,763,1477,3364,184166,188241.0,59.272,88.483,8.622,8.915,1
False,14,True,False,False,763,1477,3364,184166,188241.0,59.272,88.483,8.622,8.915,1
False,20,True,True,False,144678,3916,4565,137092,140614.0,69.712,97.857,8.914,8.998,1
False,16,False,False,False,87473,4584,3937,389967,395050.0,69.792,108.533,9.177,9.107,1
False,1,False,False,False,112845,2976,4952,276818,280549.0,68.051,100.232,8.811,9.069,1
False,20,False,True,False,49448,672,1016,24026,27627.0,45.091,65.684,8.36,8.438,0
False,13,False,True,False,55048,1560,3503,24799,24931.0,60.013,74.403,7.434,8.199,1
False,18,False,True,False,55383,13537,13898,80955,81375.0,90.752,107.516,9.544,9.569,1
False,18,False,True,False,55383,13537,13898,80955,81375.0,90.752,107.516,9.544,9.569,1
False,14,True,False,False,136,482305,380,126153,130766.0,77.769,153.702,13.096,8.516,1
False,22,True,True,False,24607,308,240,21259,23508.0,31.446,57.13,7.847,7.82,0
False,20,True,True,False,47868,2213,4977,108230,110857.0,65.57,89.288,8.485,8.937,1
False,9,True,False,False,27860,415,1597,63694,68738.0,44.485,66.711,8.605,8.801,1
False,15,False,False,False,8,1656,4,193819,197075.0,11.93,90.248,8.5,8.09,1
False,16,False,False,False,9,5560,1,3383,9229.0,5.977,70.082,9.342,8.674,1
False,7,False,True,False,918,49,282,16973,21533.0,22.085,38.101,8.436,8.485,1
False,8,False,False,False,29968,216214,598,990669,992555.0,78.56,169.595,12.293,7.818,1
False,17,True,True,False,121660,581,833,129820,134446.0,42.822,74.958,8.558,8.605,1
False,17,True,False,False,91043,2103,4557,261071,264487.0,64.462,95.435,8.616,8.984,1
False,6,False,True,False,13958,179,532,5262,5561.0,32.604,44.496,6.172,6.724,1
False,22,True,True,False,443,1757,1613,45074,45558.0,55.191,80.07,7.715,7.649,1
False,16,True,False,False,103,41968,13528,269545,274584.0,101.259,133.106,10.758,9.829,1
False,20,True,True,False,144678,3916,4565,137092,140614.0,69.712,97.857,8.914,8.998,1
False,3,False,True,False,15,43,10,53744,54887.0,9.074,41.217,7.079,7.051,1
False,15,True,False,False,68288,2603,2097,334713,337868.0,60.156,100.048,8.659,8.567,1
False,0,False,True,False,39915,392,353,11392,11584.0,35.062,55.8,6.372,6.303,0
False,9,False,False,False,2061,425,1043,2629,6936.0,42.083,47.677,8.462,8.585,0
False,21,False,False,False,11,498,1756,21953,26471.0,46.417,62.106,8.521,8.744,1
False,17,False,False,False,452,150,392,9660,11996.0,29.972,46.038,7.819,7.912,1
False,10,False,True,False,107994,538,1019,105122,109631.0,43.572,72.727,8.527,8.618,1
False,11,False,False,False,3,1754,161,1167710,1171781.0,38.005,104.363,8.67,8.351,1
False,19,True,True,False,338482,5786,5718,152394,153273.0,74.952,103.391,8.805,8.795,1
False,8,False,False,False,26,22474,8952,135872,139787.0,91.181,118.433,10.181,9.462,1
False,8,False,False,False,29968,216214,598,990669,992555.0,78.56,169.595,12.293,7.818,1
True,1,True,False,False,22437,510947,132741,131888,137297.0,155.049,154.964,13.155,11.836,0
